Passenger_ID,Stop_ID,Latitude,Longitude,Boarding,Alighting,Passenger_Count,Time,Day,Weather,Traffic_Level,Road_Width,Population_Density,Land_Use,Distance_to_Next_Stop_m,Bus_Frequency,Waiting_Time_min,Bus_Dwell_Time_sec,Walking_Distance_m,Occupancy_pct,Peak_Hour,Bus_Route
202,BS011,13.078983,77.523685,2,5,27,09:45,Friday,Cloudy,Low,30,4365,Residential,463,9,5,43,214,65,Yes,R03
203,BS043,13.024828,77.563726,22,28,65,12:30,Saturday,Cloudy,Medium,22,1670,Commercial,467,7,13,18,166,49,No,R03
204,BS050,13.026309,77.555572,7,3,19,18:00,Friday,Sunny,Medium,29,7827,Mixed,311,15,6,33,134,91,Yes,R03
205,BS010,13.032573,77.511197,5,14,22,12:00,Sunday,Cloudy,Medium,28,1053,Residential,648,11,12,29,184,61,No,R01
206,BS036,13.025768,77.552979,7,18,35,19:15,Tuesday,Sunny,Medium,13,2890,Institutional,292,13,15,53,137,62,Yes,R01
207,BS037,13.02141,77.543411,38,8,63,17:00,Monday,Sunny,Low,28,6505,Institutional,355,16,11,51,453,43,Yes,R01
208,BS009,13.032577,77.505507,31,0,51,09:00,Monday,Cloudy,High,11,11903,Commercial,402,19,2,45,359,50,Yes,R01
209,BS003,13.068645,77.529459,22,4,27,17:15,Friday,Rainy,Low,12,6034,Residential,680,16,10,60,60,62,Yes,R02
210,BS029,13.036429,77.564625,31,29,87,09:15,Thursday,Cloudy,Medium,23,5937,Commercial,395,7,6,36,88,45,Yes,R03
211,BS007,13.013339,77.533334,35,30,89,12:45,Sunday,Sunny,Medium,14,8301,Mixed,267,18,13,22,461,64,No,R02
212,BS040,13.016256,77.507097,7,1,11,09:15,Tuesday,Rainy,Medium,17,9491,Mixed,510,14,10,51,188,100,Yes,R03
213,BS047,13.04664,77.527462,30,1,56,09:00,Tuesday,Rainy,Medium,20,2251,Residential,272,7,13,47,121,60,Yes,R01
214,BS003,13.063898,77.533521,9,23,32,12:30,Thursday,Cloudy,High,21,5712,Institutional,466,11,14,35,344,98,No,R03
215,BS014,13.007538,77.49237,19,8,47,17:30,Tuesday,Cloudy,Low,27,9133,Institutional,388,16,13,49,410,57,Yes,R01
216,BS035,13.058599,77.539237,5,9,43,18:00,Thursday,Cloudy,High,16,8744,Mixed,566,15,7,25,139,24,Yes,R03
217,BS044,13.007065,77.528862,33,11,66,12:45,Wednesday,Cloudy,Low,27,4767,Commercial,381,12,15,49,272,93,No,R03
218,BS027,13.048713,77.510437,22,6,38,18:15,Wednesday,Sunny,High,15,1138,Mixed,639,11,14,31,458,21,Yes,R03
219,BS048,13.04069,77.538152,38,7,50,12:45,Saturday,Rainy,Low,20,9365,Mixed,423,8,10,49,80,73,No,R02
220,BS024,13.078902,77.510383,4,30,51,08:00,Sunday,Cloudy,Low,13,5457,Residential,536,12,14,35,487,68,Yes,R02
221,BS024,13.042189,77.52436,13,29,64,08:00,Thursday,Sunny,Medium,20,5174,Commercial,287,6,6,17,416,89,Yes,R01
222,BS013,13.043455,77.505287,0,26,32,18:45,Thursday,Sunny,Low,11,2722,Mixed,666,10,8,53,144,31,Yes,R02
223,BS030,13.024117,77.551722,22,3,50,18:15,Thursday,Cloudy,High,20,9343,Institutional,258,12,5,54,62,58,Yes,R02
224,BS019,13.072378,77.562183,13,15,58,18:15,Thursday,Rainy,Medium,26,3958,Institutional,405,9,8,52,225,79,Yes,R02
225,BS010,13.009211,77.564774,22,14,40,12:15,Sunday,Rainy,Medium,23,4475,Commercial,274,6,14,25,107,20,No,R02
226,BS013,13.044139,77.557519,36,30,88,09:00,Sunday,Cloudy,High,19,9678,Residential,591,17,12,52,445,63,Yes,R02
227,BS028,13.060259,77.515991,28,27,64,18:30,Monday,Sunny,Low,28,3373,Mixed,480,6,15,58,388,20,Yes,R03
228,BS015,13.074058,77.539075,21,9,51,12:00,Wednesday,Sunny,Medium,21,1223,Commercial,477,11,4,33,111,76,No,R01
229,BS018,13.054282,77.569233,21,17,57,09:30,Sunday,Cloudy,Medium,14,1685,Mixed,388,13,13,39,164,26,Yes,R01
230,BS046,13.042728,77.53093,13,18,57,08:00,Thursday,Cloudy,Medium,24,9663,Residential,667,5,4,48,182,27,Yes,R01
231,BS026,13.010163,77.498187,13,7,22,18:00,Saturday,Sunny,High,8,9583,Institutional,307,6,8,42,109,49,Yes,R02
232,BS026,13.059156,77.506069,5,13,27,12:45,Tuesday,Rainy,Low,16,9938,Institutional,685,7,2,37,63,72,No,R01
233,BS041,13.009325,77.544662,37,10,47,17:45,Wednesday,Cloudy,Medium,9,6986,Residential,611,10,14,30,200,59,Yes,R02
234,BS030,13.051714,77.543563,16,23,47,17:00,Tuesday,Rainy,Medium,9,10513,Commercial,260,13,5,44,487,93,Yes,R01
235,BS007,13.052347,77.567066,26,19,58,19:15,Wednesday,Rainy,High,15,6599,Residential,309,12,3,59,94,94,Yes,R03
236,BS032,13.030902,77.522444,24,13,39,19:15,Friday,Cloudy,High,19,4335,Commercial,378,7,10,46,461,31,Yes,R03
237,BS015,13.035981,77.565635,33,16,61,19:00,Sunday,Rainy,High,16,7572,Institutional,662,15,10,45,385,47,Yes,R03
238,BS009,13.073089,77.502373,17,29,46,18:15,Thursday,Sunny,Low,15,11866,Institutional,431,13,10,28,71,50,Yes,R03
239,BS033,13.015047,77.521584,9,10,39,12:00,Wednesday,Cloudy,Low,27,9729,Commercial,357,16,14,37,134,98,No,R03
240,BS034,13.05148,77.559857,13,6,38,07:15,Thursday,Sunny,Medium,8,10620,Institutional,268,9,14,36,373,93,Yes,R03
241,BS010,13.031011,77.497285,6,28,60,17:45,Sunday,Rainy,Medium,16,2354,Institutional,311,14,4,41,404,24,Yes,R01
242,BS041,13.000323,77.526705,38,27,75,18:45,Friday,Cloudy,Low,25,4646,Institutional,484,17,6,29,105,84,Yes,R02
243,BS024,13.035145,77.555331,14,10,43,07:15,Monday,Cloudy,High,15,10491,Residential,429,6,8,38,100,64,Yes,R02
244,BS024,13.032717,77.557636,28,29,80,07:15,Saturday,Cloudy,Medium,16,2993,Commercial,617,19,6,18,300,39,Yes,R01
245,BS015,13.017264,77.53713,24,10,52,17:45,Friday,Sunny,Low,19,5956,Mixed,353,5,15,31,263,45,Yes,R02
246,BS001,13.04666,77.559489,15,9,49,09:15,Friday,Cloudy,High,22,7842,Commercial,646,12,12,23,82,29,Yes,R03
247,BS013,13.00322,77.539863,24,3,33,12:30,Saturday,Rainy,Low,8,4595,Institutional,566,15,5,36,478,62,No,R03
248,BS006,13.064617,77.554741,33,23,72,12:00,Thursday,Sunny,Low,14,4516,Mixed,252,7,11,45,485,39,No,R02
249,BS027,13.041961,77.527734,40,12,70,08:15,Wednesday,Cloudy,Medium,11,6939,Residential,437,20,8,44,495,86,Yes,R01
250,BS028,13.036821,77.564432,37,16,58,12:15,Wednesday,Rainy,High,26,2893,Institutional,498,10,7,53,296,100,No,R03
251,BS036,13.019618,77.499964,14,19,49,07:45,Friday,Cloudy,High,25,7050,Mixed,330,5,2,49,450,20,Yes,R01
252,BS017,13.072363,77.541209,6,3,38,17:00,Wednesday,Cloudy,Medium,8,2637,Institutional,502,8,2,37,286,80,Yes,R02
253,BS023,13.062912,77.525989,12,17,55,12:30,Saturday,Rainy,Medium,24,1529,Residential,626,15,3,15,382,22,No,R01
254,BS036,13.050047,77.507038,32,23,62,08:15,Friday,Sunny,High,16,2845,Residential,296,14,2,32,293,27,Yes,R01
255,BS005,13.067798,77.545879,1,12,23,19:15,Tuesday,Rainy,Medium,22,9990,Residential,319,5,9,39,166,60,Yes,R02
256,BS012,13.063699,77.554735,17,29,70,18:00,Wednesday,Rainy,Medium,20,2007,Commercial,307,17,10,41,414,23,Yes,R02
257,BS038,13.053723,77.568172,40,7,60,19:30,Saturday,Sunny,Medium,18,1047,Mixed,260,5,7,40,188,62,Yes,R01
258,BS005,13.007478,77.504598,11,6,17,17:45,Wednesday,Sunny,Medium,27,3998,Institutional,693,8,7,59,144,26,Yes,R02
259,BS046,13.069069,77.545992,24,29,61,19:45,Sunday,Sunny,Medium,16,1731,Mixed,390,19,6,60,199,73,Yes,R01
260,BS017,13.054712,77.531322,27,26,60,08:30,Sunday,Cloudy,High,26,2114,Commercial,562,10,9,58,488,67,Yes,R03
261,BS041,13.005583,77.535669,17,23,66,18:00,Monday,Sunny,High,13,8359,Commercial,628,20,8,23,236,47,Yes,R02
262,BS023,13.066347,77.556292,10,18,54,12:45,Wednesday,Cloudy,High,13,1375,Institutional,570,18,8,34,416,24,No,R03
263,BS011,13.045292,77.550081,0,30,40,18:30,Saturday,Rainy,Low,15,9038,Institutional,574,5,13,23,166,43,Yes,R03
264,BS010,13.047015,77.540047,4,13,46,09:30,Wednesday,Cloudy,Low,16,5334,Residential,287,17,4,30,226,89,Yes,R03
265,BS015,13.023039,77.56096,19,24,57,18:30,Saturday,Cloudy,Medium,16,2349,Residential,288,14,9,57,114,95,Yes,R03
266,BS036,13.051078,77.49594,23,14,50,09:45,Wednesday,Sunny,High,26,9149,Commercial,685,20,10,18,220,94,Yes,R03
267,BS001,13.035868,77.561403,2,1,19,18:30,Sunday,Cloudy,High,8,7026,Institutional,688,14,7,42,344,98,Yes,R02
268,BS039,13.048651,77.500327,0,28,49,18:30,Tuesday,Rainy,Low,24,6029,Institutional,439,10,11,57,95,31,Yes,R01
269,BS030,13.012879,77.511278,32,2,48,08:30,Saturday,Cloudy,High,12,2542,Commercial,258,12,5,58,253,38,Yes,R02
270,BS030,13.009991,77.567747,12,13,33,17:15,Thursday,Cloudy,Low,17,6069,Residential,366,6,15,54,150,22,Yes,R02
271,BS034,13.00751,77.564982,28,15,56,19:15,Tuesday,Sunny,Low,15,4329,Institutional,290,16,5,38,463,87,Yes,R03
272,BS016,13.062294,77.54544,10,24,48,08:45,Saturday,Rainy,Medium,26,10919,Mixed,698,15,3,56,464,24,Yes,R02
273,BS012,13.073005,77.526778,39,25,78,12:15,Wednesday,Cloudy,Medium,20,6747,Mixed,551,6,2,60,137,92,No,R03
274,BS010,13.046153,77.534844,37,28,94,08:30,Sunday,Sunny,Low,19,10950,Residential,386,11,6,37,156,83,Yes,R02
275,BS011,13.031442,77.529843,31,22,65,08:15,Sunday,Sunny,Medium,24,6313,Commercial,253,14,15,47,466,75,Yes,R01
276,BS035,13.045663,77.501502,40,22,75,08:30,Monday,Rainy,Low,15,4606,Commercial,670,16,3,22,206,82,Yes,R01
277,BS002,13.023332,77.565719,17,4,37,19:15,Wednesday,Cloudy,Low,10,3487,Commercial,434,6,6,16,289,41,Yes,R03
278,BS011,13.067378,77.520385,31,5,49,09:45,Sunday,Rainy,Low,8,6069,Mixed,364,9,12,54,237,32,Yes,R02
279,BS032,13.078814,77.507353,21,11,48,08:45,Wednesday,Cloudy,High,28,2959,Mixed,357,13,3,39,115,81,Yes,R01
280,BS031,13.021744,77.519255,38,11,79,19:00,Tuesday,Sunny,High,18,1996,Commercial,660,6,10,47,473,100,Yes,R02
281,BS030,13.062426,77.50301,30,14,49,18:15,Thursday,Cloudy,High,10,5420,Commercial,452,8,11,36,280,72,Yes,R02
282,BS001,13.069864,77.522993,6,1,34,07:30,Wednesday,Cloudy,High,9,3937,Mixed,346,13,9,56,476,66,Yes,R02
283,BS035,13.023685,77.539006,28,7,42,09:45,Friday,Sunny,Medium,12,9906,Institutional,411,12,9,31,372,54,Yes,R03
284,BS020,13.063445,77.533579,35,6,57,09:30,Wednesday,Cloudy,Medium,20,2199,Mixed,636,15,10,25,227,90,Yes,R02
285,BS038,13.050114,77.528066,0,2,21,18:00,Tuesday,Rainy,Low,21,10082,Mixed,561,11,14,42,51,55,Yes,R02
286,BS037,13.015956,77.55325,18,5,39,09:30,Friday,Rainy,High,27,2985,Institutional,681,19,2,55,377,60,Yes,R01
287,BS006,13.02494,77.567875,39,18,78,19:45,Thursday,Cloudy,High,21,11447,Institutional,361,9,6,29,309,80,Yes,R01
288,BS017,13.012785,77.522598,8,24,60,12:00,Sunday,Sunny,Low,19,4835,Institutional,348,12,12,18,397,42,No,R03
289,BS043,13.016966,77.525462,3,30,62,12:15,Tuesday,Rainy,Low,9,10151,Institutional,500,8,7,41,394,52,No,R02
290,BS024,13.018605,77.542086,1,17,36,17:30,Monday,Rainy,High,10,8576,Institutional,694,6,3,60,59,71,Yes,R01
291,BS010,13.044912,77.496387,23,6,54,08:30,Wednesday,Rainy,Low,9,10510,Institutional,349,12,13,37,392,71,Yes,R01
292,BS023,13.029464,77.507664,0,0,9,09:15,Wednesday,Sunny,Low,19,1482,Institutional,394,16,2,40,308,60,Yes,R03
293,BS035,13.04347,77.527601,26,10,61,18:15,Thursday,Sunny,Low,17,10922,Residential,444,12,6,30,381,93,Yes,R03
294,BS012,13.054114,77.50376,29,13,68,08:00,Thursday,Rainy,Medium,28,8226,Institutional,353,10,11,31,131,84,Yes,R03
295,BS009,13.025719,77.569669,2,13,45,09:45,Tuesday,Rainy,Low,12,4226,Mixed,657,6,7,33,338,99,Yes,R01
296,BS039,13.07635,77.546164,22,9,61,07:15,Thursday,Rainy,High,25,9391,Commercial,465,14,2,31,237,85,Yes,R02
297,BS042,13.037209,77.561649,17,10,57,19:30,Wednesday,Rainy,High,10,6569,Residential,660,17,5,17,97,33,Yes,R03
298,BS009,13.037714,77.510643,28,7,62,07:15,Friday,Cloudy,Medium,8,11029,Mixed,250,7,15,45,309,77,Yes,R01
299,BS034,13.061428,77.509219,4,28,40,17:00,Thursday,Cloudy,Medium,14,5145,Mixed,296,11,9,40,338,64,Yes,R03
300,BS033,13.06528,77.555333,34,21,72,09:00,Friday,Rainy,High,12,2216,Mixed,699,20,12,20,459,76,Yes,R01
301,BS048,13.024694,77.531977,4,23,49,07:45,Sunday,Rainy,High,13,2644,Institutional,436,5,10,49,92,78,Yes,R02
302,BS019,13.051954,77.52954,22,0,23,09:00,Sunday,Rainy,Low,17,3520,Mixed,590,16,15,55,273,73,Yes,R01
303,BS038,13.05748,77.563767,8,22,46,12:00,Saturday,Rainy,Medium,19,6330,Commercial,662,17,15,30,401,36,No,R03
304,BS030,13.042265,77.546362,10,8,32,12:00,Wednesday,Rainy,Low,12,2702,Commercial,698,5,13,55,210,31,No,R03
305,BS020,13.008362,77.538847,35,9,50,07:45,Thursday,Sunny,High,22,10700,Institutional,275,14,12,53,450,37,Yes,R03
306,BS017,13.000363,77.530847,39,27,69,08:00,Saturday,Cloudy,High,21,8300,Mixed,597,10,7,50,305,73,Yes,R02
307,BS017,13.00402,77.509196,26,30,58,07:00,Sunday,Rainy,Low,26,1986,Residential,292,19,3,42,184,79,Yes,R02
308,BS024,13.063585,77.555474,27,6,37,07:30,Wednesday,Sunny,Medium,22,9544,Institutional,508,8,8,40,288,58,Yes,R03
309,BS041,13.028139,77.521029,19,10,36,12:00,Thursday,Cloudy,Medium,25,4138,Mixed,534,5,10,25,84,69,No,R01
310,BS013,13.049161,77.515261,18,7,35,07:00,Friday,Rainy,Medium,22,1759,Commercial,282,16,13,58,433,49,Yes,R01
311,BS014,13.04802,77.51391,37,19,65,09:30,Thursday,Cloudy,Low,17,7773,Commercial,670,12,15,43,382,31,Yes,R01
312,BS006,13.07471,77.4907,19,20,66,19:45,Wednesday,Sunny,Low,27,10125,Commercial,298,18,10,31,108,54,Yes,R03
313,BS045,13.047444,77.508256,22,3,50,18:00,Sunday,Rainy,Low,12,9739,Institutional,265,6,15,31,160,96,Yes,R01
314,BS037,13.016745,77.497563,31,12,70,19:30,Monday,Rainy,High,13,2388,Institutional,676,15,9,21,229,59,Yes,R02
315,BS006,13.003783,77.503025,3,28,49,17:15,Sunday,Sunny,Medium,12,4505,Mixed,414,19,6,27,407,54,Yes,R01
316,BS016,13.052351,77.563813,4,27,47,09:30,Tuesday,Rainy,High,9,10948,Mixed,489,13,9,20,332,29,Yes,R01
317,BS043,13.034606,77.55192,19,23,45,09:45,Monday,Sunny,Low,13,8678,Institutional,597,15,7,25,237,64,Yes,R02
318,BS014,13.055776,77.507764,15,1,36,17:15,Sunday,Sunny,Medium,25,7605,Commercial,655,9,15,30,271,39,Yes,R01
319,BS004,13.05923,77.514325,22,19,42,12:15,Friday,Cloudy,Low,18,10839,Commercial,459,11,7,36,422,38,No,R03
320,BS026,13.016407,77.521417,21,28,61,19:00,Friday,Rainy,Medium,8,6143,Mixed,435,18,5,48,384,76,Yes,R02
321,BS024,13.07746,77.51113,8,7,27,19:00,Thursday,Cloudy,Low,22,2991,Commercial,586,10,9,48,281,67,Yes,R02
322,BS045,13.025051,77.523134,12,22,45,17:30,Thursday,Rainy,Medium,8,4396,Residential,261,7,7,29,51,46,Yes,R03
323,BS047,13.079039,77.533215,7,5,40,08:15,Friday,Sunny,High,10,9058,Commercial,620,16,10,15,141,58,Yes,R01
324,BS044,13.005943,77.533757,29,25,84,09:00,Sunday,Sunny,High,27,5014,Commercial,565,12,12,35,339,82,Yes,R02
325,BS007,13.074819,77.539807,35,27,62,07:00,Sunday,Sunny,High,15,6408,Residential,427,10,8,27,79,32,Yes,R01
326,BS005,13.056817,77.54334,21,27,53,12:15,Friday,Sunny,High,15,2712,Residential,441,12,4,34,166,98,No,R03
327,BS040,13.042715,77.546313,15,1,39,17:00,Friday,Cloudy,High,12,1970,Residential,521,18,8,20,395,93,Yes,R02
328,BS043,13.021364,77.534225,28,29,82,19:00,Friday,Sunny,Low,9,6192,Institutional,590,9,8,36,451,37,Yes,R03
329,BS045,13.030434,77.508866,20,0,23,07:45,Saturday,Rainy,High,26,8127,Institutional,330,5,11,47,147,56,Yes,R01
330,BS049,13.011643,77.505442,16,11,40,07:30,Wednesday,Cloudy,High,12,11007,Mixed,652,9,14,58,268,86,Yes,R01
331,BS001,13.019714,77.56617,9,13,22,17:15,Sunday,Cloudy,Low,18,11613,Mixed,365,7,13,31,417,91,Yes,R02
332,BS050,13.053264,77.526325,39,7,54,07:45,Sunday,Cloudy,High,25,9705,Institutional,666,8,5,55,59,83,Yes,R01
333,BS046,13.012082,77.533865,30,2,48,12:30,Tuesday,Sunny,Medium,23,5897,Mixed,615,14,14,29,314,45,No,R02
334,BS011,13.010668,77.509973,36,30,76,08:45,Tuesday,Cloudy,Low,20,5670,Mixed,496,14,13,59,265,52,Yes,R03
335,BS007,13.045781,77.50055,0,10,12,08:45,Friday,Cloudy,Low,26,7040,Mixed,535,14,6,51,283,94,Yes,R02
336,BS005,13.044873,77.543086,39,3,63,19:45,Sunday,Sunny,Medium,27,3019,Commercial,437,8,10,52,459,45,Yes,R01
337,BS030,13.014609,77.544309,35,10,70,18:15,Sunday,Rainy,Low,29,3944,Institutional,326,17,3,25,293,30,Yes,R03
338,BS031,13.032291,77.568446,9,19,41,07:15,Wednesday,Cloudy,Medium,19,8497,Residential,590,19,6,51,202,100,Yes,R03
339,BS012,13.022853,77.526012,29,16,46,09:15,Sunday,Sunny,High,20,8804,Commercial,584,14,12,48,114,26,Yes,R02
340,BS007,13.033586,77.556998,16,8,48,17:00,Friday,Cloudy,High,19,8359,Commercial,647,8,9,50,133,97,Yes,R03
341,BS046,13.046775,77.519105,5,24,58,12:00,Saturday,Rainy,High,9,11463,Residential,597,11,2,35,287,44,No,R02
342,BS016,13.053426,77.549198,3,11,24,18:30,Thursday,Sunny,Medium,21,8801,Institutional,678,5,13,23,394,74,Yes,R03
343,BS032,13.01635,77.538002,40,18,80,07:00,Tuesday,Sunny,High,10,11468,Mixed,611,13,5,43,347,37,Yes,R03
344,BS018,13.043068,77.540807,0,7,23,07:45,Friday,Cloudy,Low,10,1554,Residential,638,14,3,43,377,46,Yes,R03
345,BS015,13.012768,77.526135,12,9,49,12:00,Thursday,Cloudy,High,15,2918,Residential,317,7,9,59,153,38,No,R01
346,BS026,13.004931,77.556365,1,17,28,12:15,Wednesday,Sunny,Medium,12,2508,Institutional,487,17,6,31,278,74,No,R01
347,BS044,13.024263,77.51805,2,13,19,18:30,Wednesday,Sunny,High,11,9731,Commercial,641,16,6,18,361,26,Yes,R03
348,BS040,13.008378,77.494383,7,6,24,17:00,Friday,Sunny,Medium,22,2599,Institutional,324,12,9,36,132,26,Yes,R03
349,BS011,13.025559,77.496505,9,15,35,08:45,Monday,Sunny,High,14,8690,Commercial,391,15,5,42,125,23,Yes,R03
350,BS021,13.042709,77.494091,35,6,69,09:00,Saturday,Rainy,Medium,26,7211,Institutional,280,17,10,36,402,95,Yes,R01
351,BS021,13.05542,77.5415,37,16,82,17:45,Sunday,Sunny,Low,24,1235,Mixed,652,6,14,50,206,28,Yes,R02
352,BS027,13.018211,77.507196,34,22,60,09:00,Saturday,Rainy,Low,28,9156,Institutional,567,14,15,29,302,38,Yes,R02
353,BS020,13.029318,77.521144,34,29,91,08:45,Wednesday,Rainy,Low,26,5375,Institutional,259,14,4,44,108,52,Yes,R01
354,BS009,13.008343,77.531099,20,29,78,18:30,Thursday,Cloudy,Medium,11,11124,Institutional,282,15,4,33,488,34,Yes,R03
355,BS040,13.00303,77.559788,0,2,5,12:30,Wednesday,Sunny,Low,20,2987,Institutional,543,8,2,51,360,88,No,R03
356,BS048,13.047812,77.492228,32,2,55,08:15,Monday,Sunny,Medium,27,2318,Institutional,654,19,10,44,472,94,Yes,R01
357,BS022,13.063926,77.49164,14,13,53,18:45,Saturday,Cloudy,High,12,6428,Institutional,406,18,15,59,398,100,Yes,R02
358,BS016,13.025362,77.521566,28,18,63,09:45,Saturday,Rainy,High,21,11180,Commercial,614,6,15,50,385,62,Yes,R02
359,BS035,13.054275,77.569769,38,24,69,07:15,Sunday,Cloudy,Medium,26,2131,Residential,583,7,11,46,357,89,Yes,R02
360,BS014,13.056035,77.528135,6,2,27,12:45,Friday,Cloudy,Low,30,10813,Institutional,360,11,5,39,378,59,No,R02
361,BS022,13.006686,77.524691,35,26,90,07:00,Saturday,Sunny,High,22,7731,Commercial,470,17,8,47,410,85,Yes,R03
362,BS041,13.05178,77.565493,28,20,76,17:30,Thursday,Sunny,Low,13,4884,Commercial,630,5,2,39,210,95,Yes,R03
363,BS028,13.059131,77.551123,14,28,64,08:00,Monday,Rainy,High,14,7914,Commercial,507,18,13,43,289,37,Yes,R03
364,BS020,13.0021,77.490194,38,21,63,18:00,Friday,Sunny,Low,26,9187,Mixed,658,14,5,35,61,55,Yes,R01
365,BS028,13.021809,77.513003,24,14,67,19:30,Sunday,Sunny,High,20,5181,Residential,684,6,3,41,391,100,Yes,R03
366,BS038,13.036574,77.505384,3,3,20,12:45,Sunday,Cloudy,Medium,19,2943,Residential,413,20,6,56,340,89,No,R01
367,BS007,13.01965,77.501193,11,8,22,19:15,Thursday,Cloudy,Medium,19,9391,Mixed,266,17,13,41,375,83,Yes,R02
368,BS005,13.052913,77.499855,5,3,29,09:00,Tuesday,Rainy,Medium,22,5471,Commercial,664,12,6,54,340,24,Yes,R01
369,BS033,13.037209,77.516053,3,17,24,17:15,Wednesday,Sunny,High,13,1220,Mixed,492,7,4,20,251,35,Yes,R01
370,BS021,13.015452,77.492154,30,25,61,12:45,Wednesday,Rainy,High,9,11943,Residential,458,12,6,57,421,65,No,R02
371,BS018,13.00568,77.515028,29,18,66,08:30,Thursday,Rainy,Low,11,3034,Commercial,622,7,6,39,219,45,Yes,R02
372,BS043,13.053803,77.53722,7,20,53,18:45,Monday,Rainy,High,14,9045,Institutional,353,9,7,56,464,87,Yes,R03
373,BS019,13.047532,77.506726,8,22,55,08:15,Monday,Cloudy,Medium,18,4268,Institutional,350,20,14,29,233,31,Yes,R02
374,BS011,13.063004,77.557948,14,13,38,09:45,Sunday,Sunny,High,16,11720,Institutional,313,7,5,34,99,82,Yes,R01
375,BS050,13.05376,77.490399,9,4,38,19:45,Thursday,Cloudy,Medium,21,10761,Mixed,691,18,5,42,176,37,Yes,R03
376,BS043,13.062942,77.56134,11,24,42,07:00,Sunday,Cloudy,High,15,9700,Institutional,687,19,15,45,417,92,Yes,R01
377,BS013,13.034417,77.508821,31,16,55,19:45,Wednesday,Rainy,Low,30,6642,Institutional,365,13,3,41,141,97,Yes,R02
378,BS028,13.050236,77.544972,26,18,68,07:15,Thursday,Cloudy,Low,18,10157,Residential,645,20,10,21,360,26,Yes,R01
379,BS026,13.013641,77.493918,20,0,20,09:45,Tuesday,Cloudy,Low,19,4101,Institutional,623,18,7,36,332,74,Yes,R02
380,BS022,13.04531,77.51634,38,4,55,08:15,Wednesday,Sunny,Medium,27,10361,Residential,531,7,10,32,325,37,Yes,R02
381,BS027,13.056269,77.51133,2,27,49,07:15,Wednesday,Cloudy,Medium,29,5722,Institutional,596,10,9,46,243,62,Yes,R01
382,BS009,13.019529,77.565489,21,0,28,07:30,Thursday,Cloudy,Medium,28,8167,Mixed,457,10,11,30,467,50,Yes,R01
383,BS013,13.009312,77.500689,37,10,67,07:00,Thursday,Cloudy,Low,30,3361,Institutional,416,7,11,39,274,67,Yes,R01
384,BS021,13.017781,77.54964,13,16,29,07:00,Monday,Cloudy,Low,15,9394,Commercial,466,10,11,32,310,65,Yes,R02
385,BS042,13.000081,77.491655,21,29,75,12:45,Monday,Sunny,Low,20,9851,Residential,332,16,7,43,481,35,No,R02
386,BS002,13.006052,77.531115,26,14,63,08:45,Friday,Rainy,High,24,5243,Mixed,380,18,6,45,434,50,Yes,R02
387,BS012,13.011402,77.514707,9,29,48,07:45,Friday,Sunny,Low,16,2987,Institutional,592,6,13,23,363,92,Yes,R01
388,BS013,13.02574,77.496602,5,6,37,19:45,Sunday,Cloudy,Medium,19,1274,Institutional,344,9,2,52,302,22,Yes,R03
389,BS026,13.015655,77.535159,27,16,62,12:45,Tuesday,Sunny,Low,10,3367,Mixed,406,17,11,30,107,59,No,R02
390,BS020,13.070869,77.509499,23,30,55,19:30,Sunday,Rainy,Medium,21,6296,Commercial,406,18,2,22,326,97,Yes,R01
391,BS031,13.032406,77.518582,29,0,35,17:45,Saturday,Cloudy,Low,14,1729,Residential,341,6,3,45,340,83,Yes,R03
392,BS018,13.059166,77.510349,40,15,69,17:30,Friday,Sunny,Low,10,10986,Institutional,409,10,11,53,448,88,Yes,R02
393,BS008,13.016558,77.545093,38,14,63,07:45,Thursday,Sunny,Low,16,6258,Commercial,601,6,5,57,195,83,Yes,R02
394,BS010,13.035712,77.55048,40,0,46,12:15,Wednesday,Cloudy,High,29,9077,Mixed,501,7,11,18,55,34,No,R01
395,BS011,13.066495,77.562776,29,14,58,07:45,Friday,Rainy,Medium,17,7129,Commercial,356,7,2,45,206,61,Yes,R01
396,BS038,13.066263,77.524445,24,24,59,18:15,Wednesday,Cloudy,High,17,4187,Institutional,543,11,12,29,390,74,Yes,R01
397,BS015,13.019727,77.559692,21,10,41,17:30,Friday,Rainy,High,25,8972,Institutional,294,5,12,22,302,54,Yes,R03
398,BS030,13.0084,77.509051,10,5,41,08:15,Friday,Cloudy,High,15,6215,Mixed,501,15,5,22,234,92,Yes,R01
399,BS037,13.075604,77.563887,2,11,18,17:45,Friday,Rainy,High,28,4169,Institutional,455,13,13,57,147,86,Yes,R01
400,BS001,13.010311,77.522067,23,0,40,07:00,Saturday,Sunny,Medium,8,11345,Residential,388,13,10,47,243,59,Yes,R01
401,BS040,13.034872,77.5603,38,1,56,17:30,Wednesday,Cloudy,Low,20,11344,Residential,352,17,4,20,193,37,Yes,R03
402,BS010,13.04242,77.500654,37,18,64,12:15,Tuesday,Sunny,Low,21,11466,Residential,567,8,5,54,183,31,No,R03
403,BS016,13.047893,77.567765,12,4,40,12:45,Thursday,Sunny,Medium,9,11107,Residential,411,18,14,22,225,44,No,R01
404,BS025,13.053986,77.521054,13,11,39,07:45,Saturday,Cloudy,High,19,11535,Commercial,465,13,15,57,72,23,Yes,R02
